ID,betingelse,item,svar,svartid,maksimalafvigelser
82,Filler_2,45,1,1.84,-0.08451
83,Filler_2,45,0,1.60,-0.06739
11,Filler_2,46,1,2.54,0.14533
12,Filler_2,46,1,1.76,-0.07618
13,Filler_2,46,1,3.32,1.01996
14,Filler_2,46,1,3.79,1.04829
21,Filler_2,46,1,2.50,0.31961
22,Filler_2,46,1,2.53,0.87005
23,Filler_2,46,1,3.47,0.54994
24,Filler_2,46,1,1.81,1.17003
31,Filler_2,46,1,2.08,1.09480
32,Filler_2,46,0,3.53,1.05145
33,Filler_2,46,1,6.81,0.92314
34,Filler_2,46,1,2.59,0.92818
41,Filler_2,46,1,1.90,0.68818
42,Filler_2,46,1,1.74,0.07342
43,Filler_2,46,1,1.76,0.11132
44,Filler_2,46,1,4.03,0.17179
51,Filler_2,46,1,6.35,0.13850
52,Filler_2,46,1,3.17,-0.14213
53,Filler_2,46,0,4.76,0.09035
54,Filler_2,46,1,3.83,0.13182
61,Filler_2,46,0,1.84,-0.07597
62,Filler_2,46,1,1.95,-0.15185
63,Filler_2,46,1,5.18,0.82949
64,Filler_2,46,1,2.72,0.15812
71,Filler_2,46,0,2.00,0.34019
72,Filler_2,46,1,2.07,-0.11615
73,Filler_2,46,1,1.88,0.46781
74,Filler_2,46,0,3.66,-0.12175
81,Filler_2,46,0,2.84,-0.04463
82,Filler_2,46,1,2.21,0.19539
83,Filler_2,46,1,3.36,-0.10954
11,Filler_2,47,1,2.04,-0.11530
12,Filler_2,47,1,2.42,0.16353
13,Filler_2,47,0,2.48,0.07556
14,Filler_2,47,1,1.96,-0.07641
21,Filler_2,47,1,1.82,-0.24080
22,Filler_2,47,1,3.86,1.02949
23,Filler_2,47,1,4.43,0.48571
24,Filler_2,47,1,2.07,-0.03432
31,Filler_2,47,1,2.75,1.01996
32,Filler_2,47,1,2.51,0.88787
33,Filler_2,47,0,9.01,0.31113
34,Filler_2,47,1,3.44,1.16576
41,Filler_2,47,1,5.25,0.97961
42,Filler_2,47,1,3.02,-0.07203
43,Filler_2,47,1,3.70,1.21657
44,Filler_2,47,0,4.08,1.03315
51,Filler_2,47,1,2.13,0.11686
52,Filler_2,47,1,2.28,-0.06865
53,Filler_2,47,1,4.23,0.06805
54,Filler_2,47,0,6.52,0.95295
61,Filler_2,47,1,2.21,-0.45692
62,Filler_2,47,0,2.02,-0.20001
63,Filler_2,47,1,4.01,0.48246
64,Filler_2,47,1,2.42,0.12617
71,Filler_2,47,1,2.58,-0.36624
72,Filler_2,47,0,1.52,0.08818
73,Filler_2,47,1,1.61,0.02259
74,Filler_2,47,0,2.83,-0.10962
81,Filler_2,47,1,2.90,-0.14641
82,Filler_2,47,1,1.82,-0.08513
83,Filler_2,47,0,2.12,-0.19358
11,Filler_2,48,1,2.20,0.03598
12,Filler_2,48,1,2.07,-0.06661
13,Filler_2,48,1,2.28,0.37995
14,Filler_2,48,1,2.83,0.53569
21,Filler_2,48,1,2.31,0.64111
22,Filler_2,48,0,3.37,0.97313
23,Filler_2,48,1,3.45,0.31176
24,Filler_2,48,1,3.34,1.03414
31,Filler_2,48,1,1.27,0.44453
32,Filler_2,48,1,1.52,0.27533
33,Filler_2,48,1,4.04,0.09319
34,Filler_2,48,1,1.75,-0.48495
41,Filler_2,48,1,2.56,0.87760
42,Filler_2,48,1,2.67,1.22166
43,Filler_2,48,1,3.69,1.20699
44,Filler_2,48,0,3.85,1.10404
51,Filler_2,48,1,2.85,-0.10541
52,Filler_2,48,0,2.47,-0.12326
53,Filler_2,48,1,1.73,0.42598
54,Filler_2,48,1,5.85,0.12958
61,Filler_2,48,0,1.73,0.18185
62,Filler_2,48,1,2.90,-0.05747
63,Filler_2,48,1,1.88,0.68227
64,Filler_2,48,1,2.56,0.17867
71,Filler_2,48,0,2.30,0.28958
72,Filler_2,48,0,3.70,0.21540
73,Filler_2,48,1,1.66,0.30508
74,Filler_2,48,1,4.45,0.78430
81,Filler_2,48,0,4.56,0.18174
82,Filler_2,48,1,5.00,0.83913
83,Filler_2,48,1,1.70,0.23575
11,Filler_2,49,1,2.39,-0.07494
12,Filler_2,49,1,2.57,0.06825
13,Filler_2,49,1,2.20,0.23066
14,Filler_2,49,1,2.01,1.06113
21,Filler_2,49,0,2.53,0.12982
22,Filler_2,49,1,3.24,1.07642
23,Filler_2,49,1,3.11,1.02852
24,Filler_2,49,1,1.59,0.16762
31,Filler_2,49,1,2.37,0.41562
32,Filler_2,49,1,3.49,1.04452
33,Filler_2,49,1,1.88,0.08319
34,Filler_2,49,1,2.19,-0.25178
41,Filler_2,49,1,2.39,-0.16822
42,Filler_2,49,1,1.71,0.01597
43,Filler_2,49,1,2.19,0.79280
44,Filler_2,49,0,6.15,0.09282
51,Filler_2,49,0,8.78,-0.07313
52,Filler_2,49,0,1.78,-0.11339
53,Filler_2,49,0,2.68,0.18864
54,Filler_2,49,1,5.31,0.05349
61,Filler_2,49,0,4.51,0.24896
62,Filler_2,49,1,2.01,0.61607
63,Filler_2,49,1,3.54,1.01529
64,Filler_2,49,1,3.21,0.12795
71,Filler_2,49,0,2.48,0.87044
72,Filler_2,49,1,3.29,0.14696
73,Filler_2,49,1,1.30,0.52273
74,Filler_2,49,1,2.35,0.15213
81,Filler_2,49,0,2.90,0.16004
82,Filler_2,49,0,2.22,-0.08897
83,Filler_2,49,1,3.76,0.41001
11,Filler_2,50,1,1.86,0.45141
12,Filler_2,50,1,1.99,0.03175
13,Filler_2,50,1,3.33,1.08841
14,Filler_2,50,1,1.93,-0.07341
21,Filler_2,50,1,2.64,1.02293
22,Filler_2,50,1,5.63,1.11189
23,Filler_2,50,1,2.39,0.20362
24,Filler_2,50,1,2.14,0.50931
31,Filler_2,50,1,2.43,-0.04115
32,Filler_2,50,1,2.11,0.14093
33,Filler_2,50,1,2.62,-0.13558
34,Filler_2,50,1,1.84,0.88199
41,Filler_2,50,1,1.96,-0.15626
42,Filler_2,50,1,1.75,0.82738
43,Filler_2,50,1,3.62,0.39662
44,Filler_2,50,0,3.49,1.07088
51,Filler_2,50,0,2.13,0.01678
52,Filler_2,50,0,2.60,1.01841
53,Filler_2,50,1,6.34,1.01991
54,Filler_2,50,0,5.99,1.09500
61,Filler_2,50,0,4.41,0.23006
62,Filler_2,50,1,5.45,1.11899
63,Filler_2,50,1,4.12,0.73124
64,Filler_2,50,1,2.13,0.33623
71,Filler_2,50,0,2.04,0.20545
72,Filler_2,50,1,2.21,0.90780
73,Filler_2,50,1,1.76,-0.22297
74,Filler_2,50,1,3.99,0.91916
81,Filler_2,50,0,2.04,0.49967
82,Filler_2,50,1,1.98,0.04798
83,Filler_2,50,0,5.21,0.76019
11,Filler_2,51,1,1.76,-0.08118
12,Filler_2,51,1,1.63,0.50866
13,Filler_2,51,1,2.87,1.12124
14,Filler_2,51,0,3.25,-0.21499
21,Filler_2,51,1,1.86,0.07488
22,Filler_2,51,1,3.62,1.04945
23,Filler_2,51,1,2.97,0.83165
24,Filler_2,51,1,1.89,0.37979
31,Filler_2,51,1,3.52,-0.05768
32,Filler_2,51,1,3.32,1.01675
33,Filler_2,51,1,1.66,0.04429
34,Filler_2,51,0,2.29,1.06851
41,Filler_2,51,1,4.16,0.32272
42,Filler_2,51,1,2.02,0.11484
43,Filler_2,51,1,1.60,0.39954
44,Filler_2,51,0,2.16,0.24696
51,Filler_2,51,0,3.48,0.10773
52,Filler_2,51,0,3.33,-0.10202
53,Filler_2,51,1,6.38,0.21898
54,Filler_2,51,1,4.21,-0.04897
61,Filler_2,51,0,2.03,0.89649
62,Filler_2,51,1,2.27,0.02534
63,Filler_2,51,1,2.54,0.17234
64,Filler_2,51,1,2.22,0.12460
71,Filler_2,51,1,2.12,-0.06586
72,Filler_2,51,1,3.66,0.46177
73,Filler_2,51,1,1.64,0.11235
74,Filler_2,51,1,3.04,0.92715
81,Filler_2,51,1,2.16,0.58462
82,Filler_2,51,1,3.50,1.07150
83,Filler_2,51,1,8.18,0.22957
11,Filler_2,52,1,2.86,0.07458
12,Filler_2,52,1,2.37,0.10390
13,Filler_2,52,1,3.72,1.22883
14,Filler_2,52,1,2.25,0.10623
21,Filler_2,52,1,4.06,1.23235
22,Filler_2,52,1,3.06,0.64972
23,Filler_2,52,1,1.73,1.25564
24,Filler_2,52,1,2.13,0.35500
31,Filler_2,52,1,2.13,-0.19030
32,Filler_2,52,1,4.05,1.12809
33,Filler_2,52,1,1.68,0.08453
34,Filler_2,52,1,2.54,1.09165
41,Filler_2,52,1,2.90,0.22786
42,Filler_2,52,1,1.47,-0.11804
43,Filler_2,52,1,1.74,0.19733
44,Filler_2,52,1,4.61,1.05697
51,Filler_2,52,1,2.41,0.05948
52,Filler_2,52,1,2.57,0.95042
53,Filler_2,52,1,4.36,0.08739
54,Filler_2,52,1,1.60,0.55410
61,Filler_2,52,1,4.03,0.91897
62,Filler_2,52,1,1.83,-0.08276
63,Filler_2,52,1,1.82,1.27820
64,Filler_2,52,0,4.57,0.65265
71,Filler_2,52,1,3.22,0.85566
72,Filler_2,52,1,1.84,0.17663
73,Filler_2,52,1,1.75,0.11838
74,Filler_2,52,1,3.05,1.15148
81,Filler_2,52,1,3.82,0.31026
82,Filler_2,52,1,4.72,0.68917
83,Filler_2,52,1,7.47,0.75299
11,Filler_2,53,1,2.34,-0.09215
12,Filler_2,53,1,2.25,0.05934
13,Filler_2,53,0,2.54,1.01555
14,Filler_2,53,1,1.83,-0.16126
21,Filler_2,53,0,3.52,1.15297
22,Filler_2,53,0,3.68,0.90117
23,Filler_2,53,1,2.45,0.33865
24,Filler_2,53,1,1.83,0.60687
31,Filler_2,53,1,2.76,0.02436
32,Filler_2,53,1,1.31,0.59625
33,Filler_2,53,1,2.12,0.65559
34,Filler_2,53,1,2.17,-0.46630
41,Filler_2,53,1,2.03,0.43795
42,Filler_2,53,1,1.61,0.33116
43,Filler_2,53,1,2.18,0.44383
44,Filler_2,53,1,4.13,1.17917
51,Filler_2,53,1,4.21,-0.04897
52,Filler_2,53,0,1.64,0.47248
53,Filler_2,53,1,2.04,0.10330
54,Filler_2,53,1,4.43,0.13043
61,Filler_2,53,1,2.37,0.51729
62,Filler_2,53,1,1.86,0.02747
63,Filler_2,53,1,2.85,1.06067
64,Filler_2,53,1,2.25,-0.02855
71,Filler_2,53,1,1.82,0.68110
72,Filler_2,53,0,4.26,0.93836
73,Filler_2,53,1,1.86,0.91667
74,Filler_2,53,1,2.30,0.08194
81,Filler_2,53,1,3.05,0.05564
82,Filler_2,53,0,5.39,0.91379
83,Filler_2,53,1,1.44,0.23835
11,Filler_2,54,0,4.50,0.83319
12,Filler_2,54,1,2.35,0.11014
13,Filler_2,54,1,3.37,0.86049
14,Filler_2,54,1,2.77,0.03708
21,Filler_2,54,1,1.74,0.29686
22,Filler_2,54,1,4.06,0.31865
23,Filler_2,54,1,3.51,0.42128
24,Filler_2,54,0,2.83,0.14421
31,Filler_2,54,1,1.67,0.75143
32,Filler_2,54,0,3.62,0.93362
33,Filler_2,54,0,3.65,0.31920
34,Filler_2,54,1,2.22,-0.19782
41,Filler_2,54,1,2.00,0.68215
42,Filler_2,54,1,2.42,0.06099
43,Filler_2,54,1,2.84,-0.04903
44,Filler_2,54,1,2.99,0.80132
51,Filler_2,54,1,2.05,0.18384
52,Filler_2,54,1,4.79,1.09137
53,Filler_2,54,1,2.92,0.04301
54,Filler_2,54,1,2.41,0.05948
61,Filler_2,54,0,1.68,0.09721
62,Filler_2,54,0,3.42,1.10564
63,Filler_2,54,1,4.92,1.03451
64,Filler_2,54,0,2.56,0.08269
71,Filler_2,54,0,3.84,1.03700
72,Filler_2,54,0,3.29,0.22463
73,Filler_2,54,1,1.65,0.46879
74,Filler_2,54,1,3.96,1.05997
81,Filler_2,54,1,4.73,-0.07606
82,Filler_2,54,1,2.41,0.99177
83,Filler_2,54,1,2.64,0.12669
11,Filler_2,55,1,2.64,-0.71508
12,Filler_2,55,1,2.22,0.10438
13,Filler_2,55,1,3.02,0.19574
14,Filler_2,55,1,1.45,0.12739
21,Filler_2,55,1,2.44,0.25550
22,Filler_2,55,1,2.02,1.04372
23,Filler_2,55,1,1.99,0.35478
24,Filler_2,55,1,2.43,0.96096
31,Filler_2,55,1,2.03,0.74883
32,Filler_2,55,1,2.73,0.81429
33,Filler_2,55,1,2.54,0.04197
34,Filler_2,55,1,2.07,0.93825
41,Filler_2,55,1,2.71,0.96070
42,Filler_2,55,0,2.38,0.04991
43,Filler_2,55,1,1.80,-0.10683
44,Filler_2,55,1,2.51,0.07892
51,Filler_2,55,0,3.09,0.21149
52,Filler_2,55,0,3.35,1.10832
53,Filler_2,55,1,1.65,0.85358
54,Filler_2,55,1,4.63,0.19118
61,Filler_2,55,1,2.77,1.02121
62,Filler_2,55,1,2.02,-0.08652
63,Filler_2,55,1,2.53,0.70419
64,Filler_2,55,1,2.85,0.12570
71,Filler_2,55,1,3.64,0.29702
72,Filler_2,55,1,2.73,0.23696
73,Filler_2,55,1,1.98,0.26238
74,Filler_2,55,0,3.17,0.13262
81,Filler_2,55,1,2.09,-0.05902
82,Filler_2,55,1,1.90,1.04482
83,Filler_2,55,1,1.27,0.25825
11,Filler_2,56,1,2.00,-0.03180
12,Filler_2,56,1,3.13,0.32549
13,Filler_2,56,1,2.33,0.45036
14,Filler_2,56,0,1.98,-0.33050
21,Filler_2,56,1,3.09,1.05818
22,Filler_2,56,0,4.18,1.17415
23,Filler_2,56,1,2.13,0.36056
24,Filler_2,56,1,2.23,0.48521
31,Filler_2,56,1,2.43,0.32354
32,Filler_2,56,1,4.29,0.41919
33,Filler_2,56,1,3.04,0.12895
34,Filler_2,56,1,2.01,-0.33250
41,Filler_2,56,1,2.92,0.19143
42,Filler_2,56,1,3.32,0.25154
43,Filler_2,56,1,4.49,0.17762
44,Filler_2,56,1,3.69,0.14499
51,Filler_2,56,0,2.17,0.10438
52,Filler_2,56,1,1.95,0.35290
53,Filler_2,56,1,6.64,0.21233
54,Filler_2,56,1,2.31,0.16413
61,Filler_2,56,0,3.78,0.17571
62,Filler_2,56,1,2.96,-0.06258
63,Filler_2,56,1,5.69,0.15999
64,Filler_2,56,1,5.86,0.41177
71,Filler_2,56,1,2.08,0.29867
72,Filler_2,56,1,2.97,0.43000
73,Filler_2,56,1,2.49,0.53082
74,Filler_2,56,1,1.86,0.68037
81,Filler_2,56,0,3.32,0.25726
82,Filler_2,56,1,3.04,0.40050
83,Filler_2,56,0,3.75,0.35690
11,Filler_3,57,0,3.55,1.15204
12,Filler_3,57,0,2.33,-0.04480
13,Filler_3,57,0,3.70,1.04564
14,Filler_3,57,0,2.16,0.20467
21,Filler_3,57,0,2.60,0.30186
22,Filler_3,57,0,2.82,0.39004
23,Filler_3,57,0,4.47,1.04092
24,Filler_3,57,0,2.08,0.99338
31,Filler_3,57,0,5.22,1.05098
32,Filler_3,57,0,2.77,0.47002
33,Filler_3,57,0,5.50,1.01514
34,Filler_3,57,0,3.73,-0.36249
41,Filler_3,57,0,3.90,0.27561
42,Filler_3,57,0,2.51,0.14739
43,Filler_3,57,0,2.62,-0.08417
44,Filler_3,57,0,5.35,-0.23414
51,Filler_3,57,0,3.05,-0.07938
52,Filler_3,57,0,3.81,1.01540
53,Filler_3,57,0,3.78,0.84460
54,Filler_3,57,0,4.11,0.22377
61,Filler_3,57,1,3.39,1.06257
62,Filler_3,57,0,4.50,1.12347
63,Filler_3,57,0,4.41,0.63410
64,Filler_3,57,0,7.54,1.05701
71,Filler_3,57,0,3.16,0.07928
72,Filler_3,57,0,4.32,-0.28273
73,Filler_3,57,0,2.48,0.19477
74,Filler_3,57,0,4.95,1.03377
81,Filler_3,57,0,2.02,0.17139
82,Filler_3,57,0,2.14,-0.07316
83,Filler_3,57,0,1.72,-0.06492
11,Filler_3,58,0,2.20,-0.02187
12,Filler_3,58,0,3.24,0.54580
13,Filler_3,58,1,3.48,1.16897
14,Filler_3,58,0,2.13,0.19107
21,Filler_3,58,0,2.77,0.44092
22,Filler_3,58,0,3.45,0.99537
23,Filler_3,58,0,2.97,0.68623
24,Filler_3,58,0,2.35,0.23323
31,Filler_3,58,0,2.34,-0.10817
32,Filler_3,58,0,2.06,0.60017
33,Filler_3,58,0,4.37,0.67787
34,Filler_3,58,0,3.21,-0.37873
41,Filler_3,58,0,2.87,0.25499
42,Filler_3,58,0,1.92,-0.02002
43,Filler_3,58,0,3.04,-0.08253
44,Filler_3,58,0,2.57,-0.14800
51,Filler_3,58,0,4.41,0.11436
52,Filler_3,58,0,2.31,1.01130
53,Filler_3,58,0,4.40,-0.07328
54,Filler_3,58,0,4.41,0.11436
61,Filler_3,58,0,2.39,0.22511
62,Filler_3,58,0,2.19,-0.25118
63,Filler_3,58,0,7.10,0.65721
64,Filler_3,58,0,3.89,0.42980
71,Filler_3,58,0,3.28,1.12685
72,Filler_3,58,0,4.96,0.83881
73,Filler_3,58,1,2.64,0.11527
74,Filler_3,58,0,1.74,-0.06301
81,Filler_3,58,0,3.66,0.37120
82,Filler_3,58,0,2.19,0.31722
83,Filler_3,58,0,4.38,-0.02748
11,Filler_3,59,0,3.32,-0.10747
12,Filler_3,59,0,2.05,0.11767
13,Filler_3,59,0,1.86,0.61371
14,Filler_3,59,1,3.62,-0.04810
21,Filler_3,59,1,3.30,0.35760
22,Filler_3,59,0,2.93,0.73167
23,Filler_3,59,1,3.53,1.23295
24,Filler_3,59,0,1.94,0.22522
31,Filler_3,59,0,1.79,-0.03282
32,Filler_3,59,0,2.05,0.82875
33,Filler_3,59,0,1.86,0.12233
34,Filler_3,59,0,2.18,0.80964
41,Filler_3,59,0,3.96,-0.30332
42,Filler_3,59,0,1.97,0.04537
43,Filler_3,59,0,2.22,0.09855
44,Filler_3,59,0,4.57,1.01534
51,Filler_3,59,0,3.67,0.17241
52,Filler_3,59,0,2.12,0.04901
53,Filler_3,59,0,3.08,-0.09111
54,Filler_3,59,0,2.50,0.12807
61,Filler_3,59,1,1.95,0.12543
62,Filler_3,59,0,2.34,0.06085
63,Filler_3,59,0,2.90,0.19195
64,Filler_3,59,0,2.37,0.12457
71,Filler_3,59,1,2.72,0.69200
72,Filler_3,59,0,2.72,-0.16141
73,Filler_3,59,1,4.96,0.29607
74,Filler_3,59,0,3.15,0.88725
81,Filler_3,59,1,4.22,0.30946
82,Filler_3,59,0,3.31,0.03647
83,Filler_3,59,0,1.96,-0.03845
11,Filler_3,60,1,3.56,-0.01342
12,Filler_3,60,1,2.69,-0.11642
13,Filler_3,60,1,2.52,0.15455
14,Filler_3,60,1,2.19,1.01879
21,Filler_3,60,1,2.43,0.62384
22,Filler_3,60,0,5.75,1.15681
23,Filler_3,60,1,3.45,1.03696
24,Filler_3,60,1,2.54,0.21332
31,Filler_3,60,1,2.56,0.94031
32,Filler_3,60,1,2.14,0.90404
33,Filler_3,60,0,5.08,0.08009
34,Filler_3,60,1,4.31,1.06802
41,Filler_3,60,1,3.77,0.97956
42,Filler_3,60,1,2.32,-0.16346
43,Filler_3,60,1,2.96,1.04812
44,Filler_3,60,1,2.59,0.90628
51,Filler_3,60,1,1.99,0.30445
52,Filler_3,60,1,2.73,1.16445
53,Filler_3,60,1,2.75,0.15745
54,Filler_3,60,1,5.89,0.83535
61,Filler_3,60,0,4.65,1.05200
62,Filler_3,60,1,2.78,0.67533
63,Filler_3,60,1,2.94,0.73466
64,Filler_3,60,1,1.86,0.08201
71,Filler_3,60,0,2.77,0.84573
72,Filler_3,60,1,2.60,0.81993
73,Filler_3,60,1,3.76,0.95736
74,Filler_3,60,1,3.81,1.01051
81,Filler_3,60,0,2.48,0.09531
82,Filler_3,60,1,2.64,0.33567
83,Filler_3,60,0,3.57,1.05511
11,Filler_3,61,1,4.08,0.10693
12,Filler_3,61,1,3.79,1.25138
13,Filler_3,61,1,1.96,0.12760
14,Filler_3,61,1,1.35,0.05965
21,Filler_3,61,1,2.97,0.11166
22,Filler_3,61,1,3.34,1.08990
23,Filler_3,61,1,2.93,1.01259
24,Filler_3,61,0,2.17,0.19562
31,Filler_3,61,1,2.26,1.00382
32,Filler_3,61,1,2.10,0.46410
33,Filler_3,61,1,1.74,0.10045
34,Filler_3,61,1,2.79,1.13845
41,Filler_3,61,1,2.34,0.12115
42,Filler_3,61,1,1.90,0.14652
43,Filler_3,61,1,2.04,0.05843
44,Filler_3,61,1,3.03,1.04678
51,Filler_3,61,1,4.05,0.14758
52,Filler_3,61,1,2.77,0.08720
53,Filler_3,61,1,1.97,0.29012
54,Filler_3,61,1,2.67,0.10190
61,Filler_3,61,1,3.24,0.20024
62,Filler_3,61,1,4.53,1.16750
63,Filler_3,61,1,3.16,0.99205
64,Filler_3,61,0,2.68,0.12018
71,Filler_3,61,1,6.32,0.90140
72,Filler_3,61,1,2.64,-0.24672
73,Filler_3,61,1,1.96,0.12192
74,Filler_3,61,1,2.42,0.93847
81,Filler_3,61,1,2.86,0.09439
82,Filler_3,61,1,2.08,-0.05376
83,Filler_3,61,1,6.56,1.33169
11,Filler_3,62,1,1.84,0.38109
12,Filler_3,62,1,2.42,-0.11434
13,Filler_3,62,1,2.83,0.20010
14,Filler_3,62,0,4.69,1.06017
21,Filler_3,62,1,2.21,1.13687
22,Filler_3,62,1,5.67,1.10387
23,Filler_3,62,1,2.75,1.01780
24,Filler_3,62,1,4.41,1.01790
31,Filler_3,62,1,2.37,1.02910
32,Filler_3,62,1,1.95,0.61882
33,Filler_3,62,1,4.24,0.83063
34,Filler_3,62,1,2.21,-0.30247
41,Filler_3,62,0,3.33,0.18089
42,Filler_3,62,1,2.54,-0.06777
43,Filler_3,62,1,1.98,0.41246
44,Filler_3,62,1,3.14,1.21561
51,Filler_3,62,1,4.85,0.13659
52,Filler_3,62,1,3.15,-0.06966
53,Filler_3,62,1,2.83,0.09170
54,Filler_3,62,1,6.18,1.03469
61,Filler_3,62,0,3.45,0.10647
62,Filler_3,62,0,2.61,-0.07197
63,Filler_3,62,1,4.88,0.73176
64,Filler_3,62,1,3.08,0.09364
71,Filler_3,62,0,2.72,0.76975
72,Filler_3,62,1,3.21,0.24102
73,Filler_3,62,1,2.78,0.75513
74,Filler_3,62,1,2.15,0.54095
81,Filler_3,62,1,2.92,0.70162
82,Filler_3,62,1,7.37,1.03035
83,Filler_3,62,1,1.76,1.01254
11,Filler_3,63,1,2.04,0.00790
12,Filler_3,63,0,1.67,0.03379
13,Filler_3,63,0,2.83,0.95143
14,Filler_3,63,0,4.96,1.04968
21,Filler_3,63,0,2.03,0.51499
22,Filler_3,63,0,2.60,-0.14337
23,Filler_3,63,1,3.85,1.00559
24,Filler_3,63,0,3.57,0.98147
31,Filler_3,63,0,2.64,0.61885
32,Filler_3,63,0,2.91,0.98764
33,Filler_3,63,0,4.72,-0.20667
34,Filler_3,63,0,1.66,-0.27538
41,Filler_3,63,0,5.09,0.38859
42,Filler_3,63,0,1.50,0.01267
43,Filler_3,63,0,1.88,0.33040
44,Filler_3,63,0,3.91,0.99752
51,Filler_3,63,1,2.50,0.14052
52,Filler_3,63,0,3.07,1.05741
53,Filler_3,63,0,3.12,-0.10494
54,Filler_3,63,0,7.55,0.99075
61,Filler_3,63,1,1.83,-0.18359
62,Filler_3,63,0,2.10,-0.08925
63,Filler_3,63,0,3.13,-0.14881
64,Filler_3,63,0,3.82,0.32130
71,Filler_3,63,1,2.54,0.32289
72,Filler_3,63,0,2.70,0.09987
73,Filler_3,63,0,3.40,0.42274
74,Filler_3,63,1,2.88,0.53703
81,Filler_3,63,1,3.69,0.18618
82,Filler_3,63,0,2.08,0.73547
83,Filler_3,63,1,1.98,0.28771
11,Filler_3,64,0,2.60,-0.01191
12,Filler_3,64,0,2.05,0.05550
13,Filler_3,64,0,2.01,0.14604
14,Filler_3,64,0,2.66,-0.12137
21,Filler_3,64,0,1.96,-0.10016
22,Filler_3,64,1,3.43,1.18471
23,Filler_3,64,1,3.12,1.06490
24,Filler_3,64,0,1.96,0.25298
31,Filler_3,64,0,2.32,-0.05688
32,Filler_3,64,0,3.35,0.94182
33,Filler_3,64,0,6.27,0.23649
34,Filler_3,64,0,2.19,-0.23838
41,Filler_3,64,0,2.12,-0.11636
42,Filler_3,64,0,1.92,0.10842
43,Filler_3,64,0,3.38,1.05941
44,Filler_3,64,0,5.61,0.99689
51,Filler_3,64,0,4.12,0.34824
